2017-08-18 12:13:10,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 277.0 (TID 555)
2017-08-18 12:18:05,064 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:18:05,064 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029875000 ms
2017-08-18 12:18:10,020 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029890000 ms
2017-08-18 12:18:10,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029890000 ms.0 from job set of time 1503029890000 ms
2017-08-18 12:18:10,061 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:18:10,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 337 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:18:10,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 337 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:18:10,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:18:10,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:18:10,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 337 (MapPartitionsRDD[675] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:18:10,069 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_337 stored as values in memory (estimated size 34.5 KB, free 413.1 MB)
2017-08-18 12:18:10,074 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_337_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.1 MB)
2017-08-18 12:18:10,075 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_337_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:18:10,076 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 337 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:18:10,076 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 337 (MapPartitionsRDD[675] at map at streamingProcessNew.scala:49)
2017-08-18 12:18:10,076 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 337.0 with 2 tasks
2017-08-18 12:18:10,080 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 337.0 (TID 674, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:18:10,080 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 337.0 (TID 675, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:18:10,081 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 337.0 (TID 675)
2017-08-18 12:18:10,081 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 337.0 (TID 674)
2017-08-18 12:18:10,084 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:18:10,085 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:18:10,089 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 337.0 (TID 674). 714 bytes result sent to driver
2017-08-18 12:18:10,089 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 337.0 (TID 675). 714 bytes result sent to driver
2017-08-18 12:18:10,091 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 337.0 (TID 674) in 14 ms on localhost (1/2)
2017-08-18 12:18:10,092 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 337.0 (TID 675) in 12 ms on localhost (2/2)
2017-08-18 12:18:10,092 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 337.0, whose tasks have all completed, from pool 
2017-08-18 12:18:10,092 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 337 (foreachPartition at streamingProcessNew.scala:50) finished in 0.015 s
2017-08-18 12:18:10,092 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 337 finished: foreachPartition at streamingProcessNew.scala:50, took 0.031446 s
2017-08-18 12:18:10,093 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029890000 ms.0 from job set of time 1503029890000 ms
2017-08-18 12:18:10,093 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.093 s for time 1503029890000 ms (execution: 0.072 s)
2017-08-18 12:18:10,093 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 673 from persistence list
2017-08-18 12:18:10,094 [block-manager-slave-async-thread-pool-30] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 673
2017-08-18 12:18:10,094 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 672 from persistence list
2017-08-18 12:18:10,094 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 672
2017-08-18 12:18:10,094 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:18:10,095 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029880000 ms
2017-08-18 12:18:15,013 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029895000 ms
2017-08-18 12:18:15,014 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029895000 ms.0 from job set of time 1503029895000 ms
2017-08-18 12:18:15,025 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:18:15,026 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 338 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:18:15,026 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 338 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:18:15,026 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:18:15,026 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:18:15,026 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 338 (MapPartitionsRDD[677] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:18:15,029 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_338 stored as values in memory (estimated size 34.5 KB, free 413.0 MB)
2017-08-18 12:18:15,032 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_338_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.0 MB)
2017-08-18 12:18:15,032 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_338_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.5 MB)
2017-08-18 12:18:15,033 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 338 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:18:15,033 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 338 (MapPartitionsRDD[677] at map at streamingProcessNew.scala:49)
2017-08-18 12:18:15,033 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 338.0 with 2 tasks
2017-08-18 12:18:15,035 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 338.0 (TID 676, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:18:15,036 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 338.0 (TID 677, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:18:15,036 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 338.0 (TID 676)
2017-08-18 12:18:15,036 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 338.0 (TID 677)
2017-08-18 12:18:15,038 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:18:15,038 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:18:15,041 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 338.0 (TID 676). 714 bytes result sent to driver
2017-08-18 12:18:15,041 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 338.0 (TID 677). 714 bytes result sent to driver
2017-08-18 12:18:15,043 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 338.0 (TID 677) in 7 ms on localhost (1/2)
2017-08-18 12:18:15,044 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 338.0 (TID 676) in 10 ms on localhost (2/2)
2017-08-18 12:18:15,044 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 338.0, whose tasks have all completed, from pool 
2017-08-18 12:18:15,044 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 338 (foreachPartition at streamingProcessNew.scala:50) finished in 0.011 s
2017-08-18 12:18:15,044 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 338 finished: foreachPartition at streamingProcessNew.scala:50, took 0.018720 s
2017-08-18 12:18:15,044 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029895000 ms.0 from job set of time 1503029895000 ms
2017-08-18 12:18:15,045 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.044 s for time 1503029895000 ms (execution: 0.031 s)
2017-08-18 12:18:15,045 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 675 from persistence list
2017-08-18 12:18:15,045 [block-manager-slave-async-thread-pool-30] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 675
2017-08-18 12:18:15,045 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 674 from persistence list
2017-08-18 12:18:15,045 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 674
2017-08-18 12:18:15,045 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:18:15,045 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029885000 ms
2017-08-18 12:18:20,015 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029900000 ms
2017-08-18 12:18:20,016 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029900000 ms.0 from job set of time 1503029900000 ms
2017-08-18 12:18:20,026 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:18:20,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 339 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:18:20,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 339 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:18:20,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:18:20,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:18:20,027 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 339 (MapPartitionsRDD[679] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:18:20,030 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_339 stored as values in memory (estimated size 34.5 KB, free 413.0 MB)
2017-08-18 12:18:20,036 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_339_piece0 stored as bytes in memory (estimated size 25.1 KB, free 412.9 MB)
2017-08-18 12:18:20,036 [dispatcher-event-loop-0] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_339_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.5 MB)
2017-08-18 12:18:20,037 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 339 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:18:20,037 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 339 (MapPartitionsRDD[679] at map at streamingProcessNew.scala:49)
2017-08-18 12:18:20,037 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 339.0 with 2 tasks
2017-08-18 12:18:20,039 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 339.0 (TID 678, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:18:20,039 [dispatcher-event-loop-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 339.0 (TID 679, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:18:20,040 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 339.0 (TID 678)
2017-08-18 12:18:20,040 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 339.0 (TID 679)
2017-08-18 12:18:20,054 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:18:20,055 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:18:20,055 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_324_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.5 MB)
2017-08-18 12:18:20,059 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 339.0 (TID 679). 714 bytes result sent to driver
2017-08-18 12:18:20,059 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 339.0 (TID 678). 787 bytes result sent to driver
2017-08-18 12:18:20,060 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_325_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:18:20,063 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 339.0 (TID 679) in 24 ms on localhost (1/2)
2017-08-18 12:18:20,063 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 339.0 (TID 678) in 25 ms on localhost (2/2)
2017-08-18 12:18:20,063 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 339.0, whose tasks have all completed, from pool 
2017-08-18 12:18:20,065 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 339 (foreachPartition at streamingProcessNew.scala:50) finished in 0.028 s
2017-08-18 12:18:20,065 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 339 finished: foreachPartition at streamingProcessNew.scala:50, took 0.038635 s
2017-08-18 12:18:20,067 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029900000 ms.0 from job set of time 1503029900000 ms
2017-08-18 12:18:20,067 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Removed broadcast_326_piece0 on 192.168.31.111:60809 in memory (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:18:20,067 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.067 s for time 1503029900000 ms (execution: 0.051 s)
2017-08-18 12:18:20,067 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 677 from persistence list
